2024-03-10 22:26:20,540 INFO    StreamThr :93637 [internal.py:wandb_internal():86] W&B internal server running at pid: 93637, started at: 2024-03-10 22:26:20.539297
2024-03-10 22:26:20,541 DEBUG   HandlerThread:93637 [handler.py:handle_request():146] handle_request: status
2024-03-10 22:26:20,543 INFO    WriterThread:93637 [datastore.py:open_for_write():87] open: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240310_222620-3qg0b42m/run-3qg0b42m.wandb
2024-03-10 22:26:20,544 DEBUG   SenderThread:93637 [sender.py:send():378] send: header
2024-03-10 22:26:20,595 DEBUG   SenderThread:93637 [sender.py:send():378] send: run
2024-03-10 22:26:21,164 INFO    SenderThread:93637 [dir_watcher.py:__init__():211] watching files in: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240310_222620-3qg0b42m/files
2024-03-10 22:26:21,164 INFO    SenderThread:93637 [sender.py:_start_run_threads():1099] run started: 3qg0b42m with start time 1710102380.540135
2024-03-10 22:26:21,171 DEBUG   HandlerThread:93637 [handler.py:handle_request():146] handle_request: check_version
2024-03-10 22:26:21,171 DEBUG   SenderThread:93637 [sender.py:send_request():405] send_request: check_version
2024-03-10 22:26:21,355 DEBUG   HandlerThread:93637 [handler.py:handle_request():146] handle_request: run_start
2024-03-10 22:26:21,364 DEBUG   HandlerThread:93637 [system_info.py:__init__():26] System info init
2024-03-10 22:26:21,364 DEBUG   HandlerThread:93637 [system_info.py:__init__():41] System info init done
2024-03-10 22:26:21,364 INFO    HandlerThread:93637 [system_monitor.py:start():194] Starting system monitor
2024-03-10 22:26:21,364 INFO    SystemMonitor:93637 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-10 22:26:21,365 INFO    HandlerThread:93637 [system_monitor.py:probe():214] Collecting system info
2024-03-10 22:26:21,365 INFO    SystemMonitor:93637 [interfaces.py:start():190] Started cpu monitoring
2024-03-10 22:26:21,366 DEBUG   HandlerThread:93637 [system_info.py:probe():150] Probing system
2024-03-10 22:26:21,367 INFO    SystemMonitor:93637 [interfaces.py:start():190] Started disk monitoring
2024-03-10 22:26:21,368 INFO    SystemMonitor:93637 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-10 22:26:21,370 INFO    SystemMonitor:93637 [interfaces.py:start():190] Started memory monitoring
2024-03-10 22:26:21,371 INFO    SystemMonitor:93637 [interfaces.py:start():190] Started network monitoring
2024-03-10 22:26:21,377 DEBUG   HandlerThread:93637 [system_info.py:_probe_git():135] Probing git
2024-03-10 22:26:21,406 DEBUG   HandlerThread:93637 [system_info.py:_probe_git():143] Probing git done
2024-03-10 22:26:21,406 DEBUG   HandlerThread:93637 [system_info.py:probe():198] Probing system done
2024-03-10 22:26:21,406 DEBUG   HandlerThread:93637 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-03-10T20:26:21.366792', 'startedAt': '2024-03-10T20:26:20.532283', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/akospeter/Personal/Research/boilerplate-detection/train_ltsm.py', 'codePathLocal': 'train_ltsm.py', 'codePath': 'train_ltsm.py', 'git': {'remote': 'https://github.com/Peter-Akos/boilerplate-detection', 'commit': 'e79dce5117e3c1fe0fcb380f0750a086369d3e90'}, 'email': 'peterakos19@gmail.com', 'root': '/Users/akospeter/Personal/Research/boilerplate-detection', 'host': 'Connatixs-MacBook-Pro.local', 'username': 'akospeter', 'executable': '/Users/akospeter/Personal/Research/boilerplate-detection/env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.433845520019531}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-10 22:26:21,406 INFO    HandlerThread:93637 [system_monitor.py:probe():224] Finished collecting system info
2024-03-10 22:26:21,407 INFO    HandlerThread:93637 [system_monitor.py:probe():227] Publishing system info
2024-03-10 22:26:21,407 INFO    HandlerThread:93637 [system_monitor.py:probe():229] Finished publishing system info
2024-03-10 22:26:21,414 DEBUG   SenderThread:93637 [sender.py:send():378] send: files
2024-03-10 22:26:21,414 INFO    SenderThread:93637 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-03-10 22:26:21,533 DEBUG   HandlerThread:93637 [handler.py:handle_request():146] handle_request: python_packages
2024-03-10 22:26:21,533 DEBUG   SenderThread:93637 [sender.py:send_request():405] send_request: python_packages
2024-03-10 22:26:21,534 DEBUG   HandlerThread:93637 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 22:26:21,534 DEBUG   SenderThread:93637 [sender.py:send_request():405] send_request: stop_status
2024-03-10 22:26:21,535 DEBUG   HandlerThread:93637 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 22:26:21,851 DEBUG   SenderThread:93637 [sender.py:send():378] send: telemetry
2024-03-10 22:26:21,851 DEBUG   SenderThread:93637 [sender.py:send():378] send: metric
2024-03-10 22:26:21,851 DEBUG   SenderThread:93637 [sender.py:send():378] send: telemetry
2024-03-10 22:26:21,851 DEBUG   SenderThread:93637 [sender.py:send():378] send: metric
2024-03-10 22:26:21,851 DEBUG   SenderThread:93637 [sender.py:send():378] send: metric
2024-03-10 22:26:22,166 INFO    Thread-12 :93637 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240310_222620-3qg0b42m/files/wandb-metadata.json
2024-03-10 22:26:22,166 INFO    Thread-12 :93637 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240310_222620-3qg0b42m/files/output.log
2024-03-10 22:26:22,166 INFO    Thread-12 :93637 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240310_222620-3qg0b42m/files/requirements.txt
2024-03-10 22:26:22,199 INFO    wandb-upload_0:93637 [upload_job.py:push():131] Uploaded file /var/folders/00/ft6n0snn3g5gtsxj0z9n8lhh0000gp/T/tmpwq5z7k6qwandb/zd14ci8g-wandb-metadata.json
