2024-03-11 09:46:47,442 INFO    StreamThr :22822 [internal.py:wandb_internal():86] W&B internal server running at pid: 22822, started at: 2024-03-11 09:46:47.441000
2024-03-11 09:46:47,443 DEBUG   HandlerThread:22822 [handler.py:handle_request():146] handle_request: status
2024-03-11 09:46:47,443 INFO    WriterThread:22822 [datastore.py:open_for_write():87] open: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240311_094647-xo2imvcp/run-xo2imvcp.wandb
2024-03-11 09:46:47,445 DEBUG   SenderThread:22822 [sender.py:send():378] send: header
2024-03-11 09:46:47,491 DEBUG   SenderThread:22822 [sender.py:send():378] send: run
2024-03-11 09:46:47,898 INFO    SenderThread:22822 [dir_watcher.py:__init__():211] watching files in: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240311_094647-xo2imvcp/files
2024-03-11 09:46:47,898 INFO    SenderThread:22822 [sender.py:_start_run_threads():1099] run started: xo2imvcp with start time 1710143207.441858
2024-03-11 09:46:47,922 DEBUG   HandlerThread:22822 [handler.py:handle_request():146] handle_request: check_version
2024-03-11 09:46:47,922 DEBUG   SenderThread:22822 [sender.py:send_request():405] send_request: check_version
2024-03-11 09:46:48,108 DEBUG   HandlerThread:22822 [handler.py:handle_request():146] handle_request: run_start
2024-03-11 09:46:48,116 DEBUG   HandlerThread:22822 [system_info.py:__init__():26] System info init
2024-03-11 09:46:48,116 DEBUG   HandlerThread:22822 [system_info.py:__init__():41] System info init done
2024-03-11 09:46:48,116 INFO    HandlerThread:22822 [system_monitor.py:start():194] Starting system monitor
2024-03-11 09:46:48,116 INFO    SystemMonitor:22822 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-11 09:46:48,117 INFO    SystemMonitor:22822 [interfaces.py:start():190] Started cpu monitoring
2024-03-11 09:46:48,117 INFO    HandlerThread:22822 [system_monitor.py:probe():214] Collecting system info
2024-03-11 09:46:48,117 INFO    SystemMonitor:22822 [interfaces.py:start():190] Started disk monitoring
2024-03-11 09:46:48,119 DEBUG   HandlerThread:22822 [system_info.py:probe():150] Probing system
2024-03-11 09:46:48,119 INFO    SystemMonitor:22822 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-11 09:46:48,121 INFO    SystemMonitor:22822 [interfaces.py:start():190] Started memory monitoring
2024-03-11 09:46:48,123 INFO    SystemMonitor:22822 [interfaces.py:start():190] Started network monitoring
2024-03-11 09:46:48,130 DEBUG   HandlerThread:22822 [system_info.py:_probe_git():135] Probing git
2024-03-11 09:46:48,164 DEBUG   HandlerThread:22822 [system_info.py:_probe_git():143] Probing git done
2024-03-11 09:46:48,164 DEBUG   HandlerThread:22822 [system_info.py:probe():198] Probing system done
2024-03-11 09:46:48,165 DEBUG   HandlerThread:22822 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-03-11T07:46:48.119185', 'startedAt': '2024-03-11T07:46:47.429253', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/akospeter/Personal/Research/boilerplate-detection/train_ltsm.py', 'codePathLocal': 'train_ltsm.py', 'codePath': 'train_ltsm.py', 'git': {'remote': 'https://github.com/Peter-Akos/boilerplate-detection', 'commit': 'e79dce5117e3c1fe0fcb380f0750a086369d3e90'}, 'email': 'peterakos19@gmail.com', 'root': '/Users/akospeter/Personal/Research/boilerplate-detection', 'host': 'Connatixs-MacBook-Pro.local', 'username': 'akospeter', 'executable': '/Users/akospeter/Personal/Research/boilerplate-detection/env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.433845520019531}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-11 09:46:48,165 INFO    HandlerThread:22822 [system_monitor.py:probe():224] Finished collecting system info
2024-03-11 09:46:48,165 INFO    HandlerThread:22822 [system_monitor.py:probe():227] Publishing system info
2024-03-11 09:46:48,165 INFO    HandlerThread:22822 [system_monitor.py:probe():229] Finished publishing system info
2024-03-11 09:46:48,173 DEBUG   SenderThread:22822 [sender.py:send():378] send: files
2024-03-11 09:46:48,173 INFO    SenderThread:22822 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-03-11 09:46:48,294 DEBUG   HandlerThread:22822 [handler.py:handle_request():146] handle_request: python_packages
2024-03-11 09:46:48,294 DEBUG   SenderThread:22822 [sender.py:send_request():405] send_request: python_packages
2024-03-11 09:46:48,296 DEBUG   HandlerThread:22822 [handler.py:handle_request():146] handle_request: internal_messages
