2024-03-12 23:35:27,500 INFO    StreamThr :27086 [internal.py:wandb_internal():86] W&B internal server running at pid: 27086, started at: 2024-03-12 23:35:27.499485
2024-03-12 23:35:27,501 DEBUG   HandlerThread:27086 [handler.py:handle_request():146] handle_request: status
2024-03-12 23:35:27,511 INFO    WriterThread:27086 [datastore.py:open_for_write():87] open: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_233527-jqzndr4r/run-jqzndr4r.wandb
2024-03-12 23:35:27,512 DEBUG   SenderThread:27086 [sender.py:send():378] send: header
2024-03-12 23:35:27,540 DEBUG   SenderThread:27086 [sender.py:send():378] send: run
2024-03-12 23:35:28,047 INFO    SenderThread:27086 [dir_watcher.py:__init__():211] watching files in: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_233527-jqzndr4r/files
2024-03-12 23:35:28,047 INFO    SenderThread:27086 [sender.py:_start_run_threads():1099] run started: jqzndr4r with start time 1710279327.500496
2024-03-12 23:35:28,062 DEBUG   HandlerThread:27086 [handler.py:handle_request():146] handle_request: check_version
2024-03-12 23:35:28,062 DEBUG   SenderThread:27086 [sender.py:send_request():405] send_request: check_version
2024-03-12 23:35:28,346 DEBUG   HandlerThread:27086 [handler.py:handle_request():146] handle_request: run_start
2024-03-12 23:35:28,356 DEBUG   HandlerThread:27086 [system_info.py:__init__():26] System info init
2024-03-12 23:35:28,357 DEBUG   HandlerThread:27086 [system_info.py:__init__():41] System info init done
2024-03-12 23:35:28,357 INFO    HandlerThread:27086 [system_monitor.py:start():194] Starting system monitor
2024-03-12 23:35:28,357 INFO    SystemMonitor:27086 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-12 23:35:28,357 INFO    HandlerThread:27086 [system_monitor.py:probe():214] Collecting system info
2024-03-12 23:35:28,358 INFO    SystemMonitor:27086 [interfaces.py:start():190] Started cpu monitoring
2024-03-12 23:35:28,358 DEBUG   HandlerThread:27086 [system_info.py:probe():150] Probing system
2024-03-12 23:35:28,360 INFO    SystemMonitor:27086 [interfaces.py:start():190] Started disk monitoring
2024-03-12 23:35:28,362 INFO    SystemMonitor:27086 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-12 23:35:28,363 INFO    SystemMonitor:27086 [interfaces.py:start():190] Started memory monitoring
2024-03-12 23:35:28,363 INFO    SystemMonitor:27086 [interfaces.py:start():190] Started network monitoring
2024-03-12 23:35:28,369 DEBUG   HandlerThread:27086 [system_info.py:_probe_git():135] Probing git
2024-03-12 23:35:28,399 DEBUG   HandlerThread:27086 [system_info.py:_probe_git():143] Probing git done
2024-03-12 23:35:28,400 DEBUG   HandlerThread:27086 [system_info.py:probe():198] Probing system done
