2024-03-12 23:37:27,825 INFO    StreamThr :27552 [internal.py:wandb_internal():86] W&B internal server running at pid: 27552, started at: 2024-03-12 23:37:27.824817
2024-03-12 23:37:27,827 DEBUG   HandlerThread:27552 [handler.py:handle_request():146] handle_request: status
2024-03-12 23:37:27,837 INFO    WriterThread:27552 [datastore.py:open_for_write():87] open: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_233727-lms1wbcz/run-lms1wbcz.wandb
2024-03-12 23:37:27,837 DEBUG   SenderThread:27552 [sender.py:send():378] send: header
2024-03-12 23:37:27,882 DEBUG   SenderThread:27552 [sender.py:send():378] send: run
2024-03-12 23:37:28,301 INFO    SenderThread:27552 [dir_watcher.py:__init__():211] watching files in: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_233727-lms1wbcz/files
2024-03-12 23:37:28,301 INFO    SenderThread:27552 [sender.py:_start_run_threads():1099] run started: lms1wbcz with start time 1710279447.824395
2024-03-12 23:37:28,396 DEBUG   HandlerThread:27552 [handler.py:handle_request():146] handle_request: check_version
2024-03-12 23:37:28,396 DEBUG   SenderThread:27552 [sender.py:send_request():405] send_request: check_version
2024-03-12 23:37:28,565 DEBUG   HandlerThread:27552 [handler.py:handle_request():146] handle_request: run_start
2024-03-12 23:37:28,575 DEBUG   HandlerThread:27552 [system_info.py:__init__():26] System info init
2024-03-12 23:37:28,575 DEBUG   HandlerThread:27552 [system_info.py:__init__():41] System info init done
2024-03-12 23:37:28,575 INFO    HandlerThread:27552 [system_monitor.py:start():194] Starting system monitor
2024-03-12 23:37:28,576 INFO    SystemMonitor:27552 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-12 23:37:28,576 INFO    HandlerThread:27552 [system_monitor.py:probe():214] Collecting system info
2024-03-12 23:37:28,576 INFO    SystemMonitor:27552 [interfaces.py:start():190] Started cpu monitoring
2024-03-12 23:37:28,578 DEBUG   HandlerThread:27552 [system_info.py:probe():150] Probing system
2024-03-12 23:37:28,578 INFO    SystemMonitor:27552 [interfaces.py:start():190] Started disk monitoring
2024-03-12 23:37:28,580 INFO    SystemMonitor:27552 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-12 23:37:28,581 INFO    SystemMonitor:27552 [interfaces.py:start():190] Started memory monitoring
2024-03-12 23:37:28,581 INFO    SystemMonitor:27552 [interfaces.py:start():190] Started network monitoring
2024-03-12 23:37:28,587 DEBUG   HandlerThread:27552 [system_info.py:_probe_git():135] Probing git
2024-03-12 23:37:28,618 DEBUG   HandlerThread:27552 [system_info.py:_probe_git():143] Probing git done
2024-03-12 23:37:28,619 DEBUG   HandlerThread:27552 [system_info.py:probe():198] Probing system done
