2024-03-12 23:24:31,717 INFO    StreamThr :24754 [internal.py:wandb_internal():86] W&B internal server running at pid: 24754, started at: 2024-03-12 23:24:31.716423
2024-03-12 23:24:31,718 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: status
2024-03-12 23:24:31,727 INFO    WriterThread:24754 [datastore.py:open_for_write():87] open: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_232431-hpvh3kmz/run-hpvh3kmz.wandb
2024-03-12 23:24:31,727 DEBUG   SenderThread:24754 [sender.py:send():378] send: header
2024-03-12 23:24:31,756 DEBUG   SenderThread:24754 [sender.py:send():378] send: run
2024-03-12 23:24:32,200 INFO    SenderThread:24754 [dir_watcher.py:__init__():211] watching files in: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_232431-hpvh3kmz/files
2024-03-12 23:24:32,200 INFO    SenderThread:24754 [sender.py:_start_run_threads():1099] run started: hpvh3kmz with start time 1710278671.717315
2024-03-12 23:24:32,215 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: check_version
2024-03-12 23:24:32,215 DEBUG   SenderThread:24754 [sender.py:send_request():405] send_request: check_version
2024-03-12 23:24:34,085 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: run_start
2024-03-12 23:24:34,096 DEBUG   HandlerThread:24754 [system_info.py:__init__():26] System info init
2024-03-12 23:24:34,097 DEBUG   HandlerThread:24754 [system_info.py:__init__():41] System info init done
2024-03-12 23:24:34,097 INFO    HandlerThread:24754 [system_monitor.py:start():194] Starting system monitor
2024-03-12 23:24:34,097 INFO    SystemMonitor:24754 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-12 23:24:34,097 INFO    HandlerThread:24754 [system_monitor.py:probe():214] Collecting system info
2024-03-12 23:24:34,098 INFO    SystemMonitor:24754 [interfaces.py:start():190] Started cpu monitoring
2024-03-12 23:24:34,099 DEBUG   HandlerThread:24754 [system_info.py:probe():150] Probing system
2024-03-12 23:24:34,099 INFO    SystemMonitor:24754 [interfaces.py:start():190] Started disk monitoring
2024-03-12 23:24:34,100 INFO    SystemMonitor:24754 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-12 23:24:34,103 INFO    SystemMonitor:24754 [interfaces.py:start():190] Started memory monitoring
2024-03-12 23:24:34,103 INFO    SystemMonitor:24754 [interfaces.py:start():190] Started network monitoring
2024-03-12 23:24:34,113 DEBUG   HandlerThread:24754 [system_info.py:_probe_git():135] Probing git
2024-03-12 23:24:34,144 DEBUG   HandlerThread:24754 [system_info.py:_probe_git():143] Probing git done
2024-03-12 23:24:34,144 DEBUG   HandlerThread:24754 [system_info.py:probe():198] Probing system done
2024-03-12 23:24:34,145 DEBUG   HandlerThread:24754 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-03-12T21:24:34.099322', 'startedAt': '2024-03-12T21:24:31.704690', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/akospeter/Personal/Research/boilerplate-detection/train_ltsm.py', 'codePathLocal': 'train_ltsm.py', 'codePath': 'train_ltsm.py', 'git': {'remote': 'https://github.com/Peter-Akos/boilerplate-detection', 'commit': 'e79dce5117e3c1fe0fcb380f0750a086369d3e90'}, 'email': 'peterakos19@gmail.com', 'root': '/Users/akospeter/Personal/Research/boilerplate-detection', 'host': 'Connatixs-MacBook-Pro.local', 'username': 'akospeter', 'executable': '/Users/akospeter/Personal/Research/boilerplate-detection/env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.433845520019531}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-12 23:24:34,145 INFO    HandlerThread:24754 [system_monitor.py:probe():224] Finished collecting system info
2024-03-12 23:24:34,145 INFO    HandlerThread:24754 [system_monitor.py:probe():227] Publishing system info
2024-03-12 23:24:34,145 INFO    HandlerThread:24754 [system_monitor.py:probe():229] Finished publishing system info
2024-03-12 23:24:34,153 DEBUG   SenderThread:24754 [sender.py:send():378] send: files
2024-03-12 23:24:34,153 INFO    SenderThread:24754 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-03-12 23:24:34,208 INFO    Thread-12 :24754 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_232431-hpvh3kmz/files/wandb-metadata.json
2024-03-12 23:24:34,277 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: python_packages
2024-03-12 23:24:34,277 DEBUG   SenderThread:24754 [sender.py:send_request():405] send_request: python_packages
2024-03-12 23:24:34,279 DEBUG   SenderThread:24754 [sender.py:send():378] send: telemetry
2024-03-12 23:24:34,279 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-12 23:24:34,279 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: stop_status
2024-03-12 23:24:34,279 DEBUG   SenderThread:24754 [sender.py:send_request():405] send_request: stop_status
2024-03-12 23:24:34,922 INFO    wandb-upload_0:24754 [upload_job.py:push():131] Uploaded file /var/folders/00/ft6n0snn3g5gtsxj0z9n8lhh0000gp/T/tmph885aiiwwandb/9uo0q21j-wandb-metadata.json
2024-03-12 23:24:35,209 INFO    Thread-12 :24754 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_232431-hpvh3kmz/files/requirements.txt
2024-03-12 23:24:37,659 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: status_report
2024-03-12 23:24:42,676 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: status_report
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: telemetry
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:44,443 DEBUG   SenderThread:24754 [sender.py:send():378] send: metric
2024-03-12 23:24:45,245 INFO    Thread-12 :24754 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_232431-hpvh3kmz/files/output.log
2024-03-12 23:24:47,250 INFO    Thread-12 :24754 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240312_232431-hpvh3kmz/files/output.log
2024-03-12 23:24:48,497 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: status_report
2024-03-12 23:24:49,279 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-12 23:24:49,279 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: stop_status
2024-03-12 23:24:49,279 DEBUG   SenderThread:24754 [sender.py:send_request():405] send_request: stop_status
2024-03-12 23:24:53,576 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: status_report
2024-03-12 23:24:58,592 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: status_report
2024-03-12 23:25:02,615 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: partial_history
2024-03-12 23:25:02,616 DEBUG   SenderThread:24754 [sender.py:send():378] send: history
2024-03-12 23:25:02,616 DEBUG   SenderThread:24754 [sender.py:send_request():405] send_request: summary_record
2024-03-12 23:25:02,617 INFO    SenderThread:24754 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-12 23:25:03,179 DEBUG   HandlerThread:24754 [handler.py:handle_request():146] handle_request: partial_history
