2024-03-13 00:19:41,971 INFO    StreamThr :37072 [internal.py:wandb_internal():86] W&B internal server running at pid: 37072, started at: 2024-03-13 00:19:41.970365
2024-03-13 00:19:41,971 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: status
2024-03-13 00:19:41,979 INFO    WriterThread:37072 [datastore.py:open_for_write():87] open: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240313_001941-m870aaco/run-m870aaco.wandb
2024-03-13 00:19:41,979 DEBUG   SenderThread:37072 [sender.py:send():378] send: header
2024-03-13 00:19:42,008 DEBUG   SenderThread:37072 [sender.py:send():378] send: run
2024-03-13 00:19:42,488 INFO    SenderThread:37072 [dir_watcher.py:__init__():211] watching files in: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240313_001941-m870aaco/files
2024-03-13 00:19:42,489 INFO    SenderThread:37072 [sender.py:_start_run_threads():1099] run started: m870aaco with start time 1710281981.971109
2024-03-13 00:19:42,509 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: check_version
2024-03-13 00:19:42,509 DEBUG   SenderThread:37072 [sender.py:send_request():405] send_request: check_version
2024-03-13 00:19:43,111 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: run_start
2024-03-13 00:19:43,121 DEBUG   HandlerThread:37072 [system_info.py:__init__():26] System info init
2024-03-13 00:19:43,121 DEBUG   HandlerThread:37072 [system_info.py:__init__():41] System info init done
2024-03-13 00:19:43,121 INFO    HandlerThread:37072 [system_monitor.py:start():194] Starting system monitor
2024-03-13 00:19:43,122 INFO    SystemMonitor:37072 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-13 00:19:43,122 INFO    HandlerThread:37072 [system_monitor.py:probe():214] Collecting system info
2024-03-13 00:19:43,122 INFO    SystemMonitor:37072 [interfaces.py:start():190] Started cpu monitoring
2024-03-13 00:19:43,124 DEBUG   HandlerThread:37072 [system_info.py:probe():150] Probing system
2024-03-13 00:19:43,124 INFO    SystemMonitor:37072 [interfaces.py:start():190] Started disk monitoring
2024-03-13 00:19:43,125 INFO    SystemMonitor:37072 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-13 00:19:43,128 INFO    SystemMonitor:37072 [interfaces.py:start():190] Started memory monitoring
2024-03-13 00:19:43,129 INFO    SystemMonitor:37072 [interfaces.py:start():190] Started network monitoring
2024-03-13 00:19:43,136 DEBUG   HandlerThread:37072 [system_info.py:_probe_git():135] Probing git
2024-03-13 00:19:43,171 DEBUG   HandlerThread:37072 [system_info.py:_probe_git():143] Probing git done
2024-03-13 00:19:43,172 DEBUG   HandlerThread:37072 [system_info.py:probe():198] Probing system done
2024-03-13 00:19:43,172 DEBUG   HandlerThread:37072 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-03-12T22:19:43.125421', 'startedAt': '2024-03-12T22:19:41.964688', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/akospeter/Personal/Research/boilerplate-detection/train_ltsm.py', 'codePathLocal': 'train_ltsm.py', 'codePath': 'train_ltsm.py', 'git': {'remote': 'https://github.com/Peter-Akos/boilerplate-detection', 'commit': 'e79dce5117e3c1fe0fcb380f0750a086369d3e90'}, 'email': 'peterakos19@gmail.com', 'root': '/Users/akospeter/Personal/Research/boilerplate-detection', 'host': 'Connatixs-MacBook-Pro.local', 'username': 'akospeter', 'executable': '/Users/akospeter/Personal/Research/boilerplate-detection/env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.433845520019531}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-13 00:19:43,172 INFO    HandlerThread:37072 [system_monitor.py:probe():224] Finished collecting system info
2024-03-13 00:19:43,172 INFO    HandlerThread:37072 [system_monitor.py:probe():227] Publishing system info
2024-03-13 00:19:43,172 INFO    HandlerThread:37072 [system_monitor.py:probe():229] Finished publishing system info
2024-03-13 00:19:43,179 DEBUG   SenderThread:37072 [sender.py:send():378] send: files
2024-03-13 00:19:43,179 INFO    SenderThread:37072 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-03-13 00:19:43,295 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: python_packages
2024-03-13 00:19:43,295 DEBUG   SenderThread:37072 [sender.py:send_request():405] send_request: python_packages
2024-03-13 00:19:43,297 DEBUG   SenderThread:37072 [sender.py:send():378] send: telemetry
2024-03-13 00:19:43,298 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: stop_status
2024-03-13 00:19:43,298 DEBUG   SenderThread:37072 [sender.py:send_request():405] send_request: stop_status
2024-03-13 00:19:43,299 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-13 00:19:43,493 INFO    Thread-12 :37072 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240313_001941-m870aaco/files/wandb-metadata.json
2024-03-13 00:19:43,493 INFO    Thread-12 :37072 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240313_001941-m870aaco/files/requirements.txt
2024-03-13 00:19:43,979 INFO    wandb-upload_0:37072 [upload_job.py:push():131] Uploaded file /var/folders/00/ft6n0snn3g5gtsxj0z9n8lhh0000gp/T/tmpv8w0cbnhwandb/7891lijj-wandb-metadata.json
2024-03-13 00:19:47,789 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: status_report
2024-03-13 00:19:52,820 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: status_report
2024-03-13 00:19:54,346 DEBUG   SenderThread:37072 [sender.py:send():378] send: metric
2024-03-13 00:19:54,346 DEBUG   SenderThread:37072 [sender.py:send():378] send: telemetry
2024-03-13 00:19:54,346 DEBUG   SenderThread:37072 [sender.py:send():378] send: metric
2024-03-13 00:19:54,346 DEBUG   SenderThread:37072 [sender.py:send():378] send: metric
2024-03-13 00:19:54,346 DEBUG   SenderThread:37072 [sender.py:send():378] send: metric
2024-03-13 00:19:54,346 DEBUG   SenderThread:37072 [sender.py:send():378] send: metric
2024-03-13 00:19:54,346 DEBUG   SenderThread:37072 [sender.py:send():378] send: metric
2024-03-13 00:19:54,346 DEBUG   SenderThread:37072 [sender.py:send():378] send: metric
2024-03-13 00:19:54,347 DEBUG   SenderThread:37072 [sender.py:send():378] send: metric
2024-03-13 00:19:54,535 INFO    Thread-12 :37072 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240313_001941-m870aaco/files/output.log
2024-03-13 00:19:56,542 INFO    Thread-12 :37072 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/akospeter/Personal/Research/boilerplate-detection/wandb/run-20240313_001941-m870aaco/files/output.log
2024-03-13 00:19:58,299 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-13 00:19:58,299 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: stop_status
2024-03-13 00:19:58,300 DEBUG   SenderThread:37072 [sender.py:send_request():405] send_request: stop_status
2024-03-13 00:19:58,416 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: partial_history
2024-03-13 00:19:58,460 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: partial_history
2024-03-13 00:19:58,667 DEBUG   SenderThread:37072 [sender.py:send():378] send: history
2024-03-13 00:19:58,667 DEBUG   HandlerThread:37072 [handler.py:handle_request():146] handle_request: status_report
2024-03-13 00:19:58,668 DEBUG   SenderThread:37072 [sender.py:send_request():405] send_request: summary_record
2024-03-13 00:19:58,668 INFO    SenderThread:37072 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-13 00:19:58,669 DEBUG   SenderThread:37072 [sender.py:send():378] send: history
2024-03-13 00:19:58,669 DEBUG   SenderThread:37072 [sender.py:send_request():405] send_request: summary_record
2024-03-13 00:19:58,669 INFO    SenderThread:37072 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
